,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83,PC84,PC85,PC86,PC87,PC88,PC89,PC90,PC91,PC92,PC93,PC94,PC95,PC96,PC97,PC98,PC99,PC100
10,-2.0698917,2.775627,-4.0587907,3.62927,5.236953,-5.8426967,5.1290293,0.9141771,6.7625265,4.4775014,7.85323,1.2470427,-1.6210196,0.23723397,-4.644877,0.038986187,-3.5009866,-2.8717992,-2.999899,-6.62033,1.2648491,-4.186807,3.0087602,0.49163342,-0.44552752,3.40251,-3.6365654,-4.170134,-0.30108404,4.085592,5.355832,-3.8201797,-0.57014215,2.3041644,-4.3217096,0.05913892,-1.8371012,-2.2905695,3.3993235,3.1482754,-0.044846915,-3.9154813,-2.9007087,-0.7638656,0.3170768,-0.36369166,0.27135652,-1.0752304,-2.0973432,0.47130165,-0.19866885,-0.7148735,-1.142737,-0.7697936,-0.5538872,-0.1656952,-0.94526094,1.8163567,0.85396034,0.10457318,-0.21435182,-1.3073468,0.89218694,-0.15583299,-0.09835506,1.1928469,0.8753296,1.8089651,1.6747952,0.47918168,0.65561247,0.19933003,-0.8057217,-0.57156944,0.09060246,-0.3204548,-0.56080455,0.11451102,0.16513424,-0.05882921,-0.06875051,-0.032960568,0.00822706,-0.061064437,-0.033977233,-0.16835304,0.05776924,0.17952414,-0.010907144,0.049451895,-0.004804224,-0.05781879,0.057457976,0.034052398,0.023524886,-0.11529191,0.046069648,-0.053016055,-0.010749062,-0.070655204
11,-0.20224395,-5.298612,-1.3196315,-2.8600516,5.0553017,4.1085887,11.487382,6.349154,-6.9238324,-2.0339978,4.856957,-4.34975,2.5151467,1.1553209,-4.491641,0.31535766,-0.76046884,-3.3606572,3.6560757,-3.929257,-5.51345,-3.6723409,2.2632318,-1.0740342,-2.9350796,4.4188437,1.4923377,-1.1538867,2.6159215,-0.06043737,-0.8412282,1.8450718,-1.328456,1.3867357,0.10201345,-0.87225384,-1.2717998,0.84276766,-0.02048442,-1.7065476,2.1910877,-1.1319752,0.16158973,-0.52174664,-0.31031305,-0.4626524,-1.2905205,-1.682626,-0.09491383,-0.75069946,-0.14847684,-0.56330764,-1.4949644,-0.10869183,-0.51181114,0.73762715,-0.2411159,2.8116467,0.16894953,-0.7403167,-1.2263949,-0.14183019,0.39398876,1.024389,0.3038163,0.9183158,-0.57975346,0.38992354,0.6706599,1.0330298,-1.5722542,-0.06192019,1.7281244,0.22788817,0.13034798,0.5128768,0.17211837,-0.081190765,-0.36110884,0.04405002,-0.32639945,0.083791554,0.20547226,-0.09068316,-0.3128536,0.15200561,-0.060866475,-0.064177595,0.09173023,-0.061772883,-0.06939069,0.060224634,-0.085544065,-0.06655698,-0.0051517454,0.06938532,0.09044246,0.078568414,0.08929065,0.031252265
12,0.8702221,-1.262946,-1.1815398,-2.0907009,-2.6508076,-1.6832677,1.6074698,3.9086747,-2.9218862,-1.5813513,7.744629,-0.7894571,-1.1738307,2.0957675,4.7650633,3.07993,1.4982989,-3.8737853,-2.7664547,-2.4284992,-2.428481,2.169261,3.7042687,0.097094685,-0.509529,-1.3056401,3.5408545,-1.3529869,-3.5596375,3.0070498,-2.0718746,3.5229998,5.381097,4.7038937,-0.19885169,-6.1318493,-1.0301441,5.4846954,-0.22145474,5.963276,0.39585537,0.49571484,-3.527096,3.7016394,-0.7937355,-4.374232,1.8902712,-1.380408,1.8095683,-2.8591976,-1.8215317,0.32142407,-0.3174967,-1.5597543,-1.0816022,-1.2938066,0.97937185,-0.5110485,0.10372917,-0.24828327,0.083796084,-0.16787358,0.1353514,0.11149038,-0.05163255,-0.007862989,0.840486,-0.46737927,-0.13683282,-0.34537122,0.06359557,0.41554186,0.597385,-0.29423013,1.1472206,0.28212193,-0.30521616,-0.42402244,0.6143458,0.13832761,0.15672944,0.317681,-0.44121173,0.31118217,0.32861993,-0.042475756,-0.081050105,-0.13441752,-0.14615582,0.25686195,-0.08655062,-0.07968673,0.08938647,0.05570705,-0.037920047,0.23851238,-0.18538068,0.028453268,0.024551578,-0.08456832
13,-1.0052502,-0.36299193,0.106064126,0.35212454,2.965639,-5.4933968,4.962986,2.382692,0.8483577,1.0792112,-1.2881486,9.974207,3.3506448,0.43665904,2.9471924,4.931474,1.1956406,-4.974472,2.2834828,-1.9890989,2.0248387,0.5936792,3.3830185,0.71578103,1.4670129,-3.2956893,4.1170664,2.0628297,4.3556075,6.3334775,-3.9659326,-5.9406962,1.8968675,5.706231,2.498081,0.96445036,-3.1207652,2.3441684,1.5417964,-3.814523,0.47655106,-0.4714186,0.42501906,-1.278421,1.1900297,-1.4589294,0.7500851,0.1706329,-1.0967176,-0.42146558,-0.8926919,-0.7452234,-1.171623,-0.62596595,-1.2701397,1.2926608,-0.5859346,2.0026183,0.5321619,-0.38886312,0.22230266,0.07062939,0.23333174,0.41171867,-0.10171177,-0.20542267,1.2886896,-0.63640547,0.40878013,-1.1336668,1.0667362,-1.1747938,0.611499,1.2485607,-0.42081845,0.047794744,-0.15842092,0.35475132,-0.46488264,-0.0046702223,0.08387778,-0.045114707,0.13985899,-0.10164142,0.071433865,-0.09303413,-0.005088639,-0.029283106,-0.075636774,-0.05854499,-0.15197262,-0.054211278,-0.04223376,-0.09237375,0.088225424,0.059187103,-0.012065294,0.009479904,-0.042582013,0.025272155
14,-3.4523973,-4.2721105,1.2582878,13.155525,-2.62661,-6.461569,1.5481547,-5.8728614,-0.59992,-2.9060786,1.9833006,0.18497604,0.15999982,2.5844846,2.2956111,-3.5885193,3.9230459,-1.8373697,5.066921,-0.62059975,0.84100354,-2.0837324,1.126079,-6.188534,-3.9137852,1.5560603,-1.0740013,-3.9748373,-2.4498382,1.181557,-1.052169,-0.17887865,1.0606186,2.0920753,0.024252295,0.0117212115,-0.609195,0.59598696,-0.11430117,-0.64452684,0.55404097,-0.6410431,1.0702804,0.62540644,-1.3706576,-0.15233992,-0.55308396,-0.98363745,-0.69068974,-0.9187295,0.4906179,-0.14901647,-0.7262429,-0.046020523,-0.9142739,1.1343378,0.6086997,1.6739368,0.19981435,-1.310442,-0.15648279,0.21209404,-0.36827734,0.23197457,0.6394367,0.0073234113,1.6164236,-1.6125643,0.4230969,-0.5560606,-1.2117772,1.5574353,-0.9724483,0.08141795,-0.57489854,0.04433532,0.36912668,-0.008223353,0.20300393,-0.06356633,-0.07350119,-0.22151564,0.029185785,0.06871875,-0.10353593,-0.11183022,0.103610665,0.1601141,0.027856408,-0.051065225,0.21273135,0.063255586,-0.14414033,-0.06926252,-0.051136993,-0.11176452,0.1448828,0.049576897,-0.06169673,0.16724524
15,4.8928823,-9.195906,4.0390124,-3.535298,-5.1052427,-4.4571767,6.655038,10.788372,3.613242,-0.67598855,5.041391,2.6687255,1.0280751,-5.505241,4.4940143,-1.5787655,4.4893165,-2.38361,-2.971781,2.9320385,-0.4991489,-4.033622,-3.606861,-6.027372,-0.8121616,-0.8931219,1.4224716,-1.2473767,-0.18488862,-0.42468566,2.7654305,-0.28767034,1.6208227,0.3500589,-0.90307677,-0.21027802,-0.98115927,0.009763547,0.6635889,1.2824751,0.63936836,-0.2509932,-0.044604875,-1.9764229,-0.8850547,0.19207083,-0.26900128,-0.6837323,-0.7686786,-0.6660436,0.03951803,-0.296703,-0.29361302,0.13551597,-0.632053,1.0397439,1.01802,1.4192872,0.3291755,-1.5929798,0.72620225,0.04268664,-0.88119143,0.0848978,0.9216946,0.43777108,-0.7639916,-1.4478334,-0.33076775,1.2903783,1.8473815,0.32175633,0.49484238,-0.2913072,-0.03847094,-0.90378094,0.385808,-0.36539936,0.18298869,-0.19953093,-0.1935429,0.11924533,-0.011570639,-0.2786954,-0.14541005,-0.00093169755,-0.036942936,0.061292507,0.17723599,-0.046979472,-0.0008498155,0.068795756,0.036143787,-0.014118766,-0.023159154,-0.17948256,0.010326063,0.07850885,-0.05649025,-0.08793463
16,-1.2392598,-6.0820007,1.5413004,1.5068548,1.6913763,-2.728891,3.0004828,0.27016088,5.1552463,-0.941108,3.7796614,-0.8616998,4.8198805,1.2597584,5.2007375,1.1300884,2.5242498,-0.9110461,-3.4479673,-1.8708991,1.7407439,-7.631566,2.9332373,1.8265519,-0.8538056,9.5064,2.748328,2.8367846,-4.9284205,-7.2713227,-2.1650994,-3.6512413,1.6040335,-1.5826225,-1.6656476,6.7737904,-2.3359277,7.348616,0.37759906,-3.3649952,-1.1777936,-1.2270851,-3.1846392,1.3870841,-2.7380252,0.7038193,2.5480447,0.5279021,0.3906031,2.131696,-0.5865856,0.97021383,0.54908705,-0.047177162,-0.25169823,-0.02974119,0.41428024,-0.26103526,0.54175764,-0.9064227,0.48910838,-0.26293018,-0.3280354,0.10542131,0.34973273,-0.13232781,-0.6871636,-0.28684577,-0.004378815,0.80440724,0.14140362,-0.5245547,-0.5743213,-0.13460003,-0.71969354,1.1978836,-0.22176538,-0.22381887,0.12284418,0.5258314,0.036413882,-0.4068953,-0.16657199,-0.006897574,0.3669429,-0.18945241,0.048033994,0.053311568,-0.06269992,0.08120973,-0.008610597,-0.10164512,0.027559204,0.04007099,0.12721327,0.19175063,-0.0875546,-0.019597357,0.047136944,-0.115177974
17,-3.7811732,3.490716,2.4078493,0.45187655,1.0808837,-4.9460015,6.49989,1.6388406,7.700889,0.17547442,1.7416257,-7.481604,-4.14177,6.7036734,1.0999156,5.670055,-0.9098583,-6.2162952,-4.9448647,-1.6969135,7.68554,-1.5526167,1.5503664,-3.4711928,-4.4499674,-1.3888364,-1.9604969,2.8068256,1.8458506,-1.71892,-2.9241812,0.82773167,6.0082355,-3.3871067,-0.067957155,-0.20825732,-1.8688576,-3.6636426,-3.4846818,-0.71690625,1.721679,0.13430344,1.4790787,-0.03911718,-0.46256262,-1.3338281,-1.2722075,-0.70134234,0.29023287,1.3620511,0.0064243656,0.3627385,-0.38753703,-1.2259897,-1.261036,0.6881583,0.07164503,0.8347643,-0.020506183,-0.06748,0.73734206,-0.23510018,-0.27892017,0.013802996,0.84847116,0.3398499,0.004651929,-0.009999696,0.12447329,-0.21206047,0.04223093,-0.6266679,-0.34020957,-0.6300369,0.48909009,0.32317525,0.7051403,0.39928484,-0.22921368,-0.37388077,0.5139099,-0.32518086,-0.01833225,0.23889442,-0.27782795,0.32192475,-0.51049554,-0.27916706,-0.37211472,-0.39384648,0.18963718,0.1486604,0.2626232,-0.10057921,-0.14494127,-0.035369378,-0.25641167,-0.20921752,0.13269885,0.08700044
18,-4.5353146,-2.711463,3.0339613,6.646744,1.1037003,-2.3092809,3.6321497,6.057909,0.19415258,-1.8620737,-3.5516212,1.0381626,0.31267324,2.1152034,-5.1142197,-3.0769901,-0.12620004,4.0862355,-6.692362,2.7071838,3.2092955,-0.5225339,0.6561633,-5.017431,-2.0015156,2.3698974,-7.3693953,3.4982166,5.977819,-1.413836,2.6749754,1.362173,0.40182933,4.4815164,2.5447912,-4.2022767,2.0315902,5.0724216,-1.8651743,-2.0205023,-1.5718746,-1.0723758,-2.6017869,0.51347613,-0.17533807,-0.99798554,0.5940625,0.3870901,-0.9266765,-0.2992061,-0.08576883,0.28471738,0.68892515,0.19726637,-0.50802726,0.69322,-0.7882836,1.3587159,0.4859124,-0.5552248,1.6100011,0.65970206,-0.72695583,-0.0039102724,0.6544127,0.13873768,-0.8040576,0.015471228,-0.18579346,-0.30580565,-0.46379536,-0.116297565,-0.42309952,-0.32507566,0.16296306,-0.46217299,-0.243203,0.9677743,-0.7138501,0.13190986,-0.39583856,0.56356037,-0.40678596,0.34392965,0.27322423,-0.14630559,0.25742957,-0.3702775,0.030343007,0.12503178,-0.028625134,-0.123701446,-0.3129055,0.1852376,0.0795124,0.0054287664,0.115363136,-0.082261994,-0.041271325,-0.10216328
19,1.6393757,6.5585213,-1.5291702,-2.2596655,12.94377,5.2997956,-1.081388,1.9298689,6.210689,-4.024399,0.011869191,5.861402,-2.687025,1.0743097,2.2933664,-0.11076526,3.6823034,4.381737,-2.2702909,-0.012730491,-1.9925638,-1.1072938,1.4274306,-4.098663,-6.773593,1.66232,2.4679978,-0.24010397,-1.1723444,1.2748471,0.2666481,1.0828365,0.7531669,0.31774196,1.0042706,0.38115424,-0.20621854,0.36493292,-0.04434922,0.3262514,0.16264349,-0.2384219,-0.13722877,0.20887125,-0.9205102,0.23495123,-0.2599678,-0.7441887,0.2928583,-1.083044,0.00041355772,-0.36188337,-0.12185328,0.026854482,-0.17761624,0.5955085,0.15410487,1.365973,0.9234144,-0.8334778,1.1951505,-0.08518975,0.416425,0.1365106,-0.12530455,-0.16412152,-0.68802017,0.72605944,-0.4699336,-0.36818695,0.052228037,-0.6135851,-0.9253834,0.8279111,0.47339943,0.57330626,0.457859,-0.46831304,0.1823276,-0.7208025,-0.18220517,0.6129766,0.113562986,0.23978208,-0.31613392,0.1201222,0.05585907,0.34821647,0.32416034,0.17896667,0.12554953,0.19654338,0.010351174,0.22965707,-0.13532002,-0.015844107,0.13906056,0.14706081,0.021488842,0.0077299452
